,protein,ligand1,ligand2,lambdai,y_pred
548,CDK2,1h1q,1oiu,0.453,29.943449
549,CDK2,1h1q,1oiu,0.452,30.16359
550,CDK2,1h1q,1oiu,0.451,30.40417
551,CDK2,1h1q,1oiu,0.45,30.652473
552,CDK2,1h1q,1oiu,0.449,30.895071
553,CDK2,1h1q,1oiu,0.448,31.15567
554,CDK2,1h1q,1oiu,0.447,31.430866
555,CDK2,1h1q,1oiu,0.446,31.69227
556,CDK2,1h1q,1oiu,0.445,31.995523
557,CDK2,1h1q,1oiu,0.444,32.278927
558,CDK2,1h1q,1oiu,0.443,32.54496
559,CDK2,1h1q,1oiu,0.442,32.810974
560,CDK2,1h1q,1oiu,0.441,33.093864
561,CDK2,1h1q,1oiu,0.44,33.374
562,CDK2,1h1q,1oiu,0.439,33.65066
563,CDK2,1h1q,1oiu,0.438,33.93795
564,CDK2,1h1q,1oiu,0.437,34.20601
565,CDK2,1h1q,1oiu,0.436,34.4551
566,CDK2,1h1q,1oiu,0.435,34.646507
567,CDK2,1h1q,1oiu,0.434,34.78543
568,CDK2,1h1q,1oiu,0.433,34.93765
569,CDK2,1h1q,1oiu,0.432,35.099575
570,CDK2,1h1q,1oiu,0.431,35.248657
571,CDK2,1h1q,1oiu,0.43,35.39478
572,CDK2,1h1q,1oiu,0.429,35.547234
573,CDK2,1h1q,1oiu,0.428,35.704216
574,CDK2,1h1q,1oiu,0.427,35.865906
575,CDK2,1h1q,1oiu,0.426,36.03318
576,CDK2,1h1q,1oiu,0.425,36.19977
577,CDK2,1h1q,1oiu,0.424,36.386868
578,CDK2,1h1q,1oiu,0.423,36.57518
579,CDK2,1h1q,1oiu,0.422,36.726562
580,CDK2,1h1q,1oiu,0.421,36.861084
581,CDK2,1h1q,1oiu,0.42,36.991505
582,CDK2,1h1q,1oiu,0.419,37.10896
583,CDK2,1h1q,1oiu,0.418,37.2301
584,CDK2,1h1q,1oiu,0.417,37.347214
585,CDK2,1h1q,1oiu,0.416,37.46912
586,CDK2,1h1q,1oiu,0.415,37.593304
587,CDK2,1h1q,1oiu,0.414,37.71934
588,CDK2,1h1q,1oiu,0.413,37.84653
589,CDK2,1h1q,1oiu,0.412,37.968277
590,CDK2,1h1q,1oiu,0.411,38.0886
591,CDK2,1h1q,1oiu,0.41,38.21269
592,CDK2,1h1q,1oiu,0.409,38.349762
593,CDK2,1h1q,1oiu,0.408,38.464527
594,CDK2,1h1q,1oiu,0.407,38.580597
595,CDK2,1h1q,1oiu,0.406,38.699627
596,CDK2,1h1q,1oiu,0.405,38.819958
597,CDK2,1h1q,1oiu,0.404,38.9422
598,CDK2,1h1q,1oiu,0.403,39.06873
599,CDK2,1h1q,1oiu,0.402,39.203434
600,CDK2,1h1q,1oiu,0.401,39.379414
601,CDK2,1h1q,1oiu,0.4,39.586018
602,CDK2,1h1q,1oiu,0.399,39.803013
603,CDK2,1h1q,1oiu,0.398,40.03288
604,CDK2,1h1q,1oiu,0.397,40.284653
605,CDK2,1h1q,1oiu,0.396,40.54366
606,CDK2,1h1q,1oiu,0.395,40.830116
607,CDK2,1h1q,1oiu,0.394,41.156693
608,CDK2,1h1q,1oiu,0.393,41.521168
609,CDK2,1h1q,1oiu,0.392,41.877136
610,CDK2,1h1q,1oiu,0.391,42.176517
611,CDK2,1h1q,1oiu,0.39,42.46469
612,CDK2,1h1q,1oiu,0.389,42.75998
613,CDK2,1h1q,1oiu,0.388,43.029964
614,CDK2,1h1q,1oiu,0.387,43.294575
615,CDK2,1h1q,1oiu,0.386,43.521526
616,CDK2,1h1q,1oiu,0.385,43.750305
617,CDK2,1h1q,1oiu,0.384,43.97909
618,CDK2,1h1q,1oiu,0.383,44.201424
619,CDK2,1h1q,1oiu,0.382,44.40504
620,CDK2,1h1q,1oiu,0.381,44.606262
621,CDK2,1h1q,1oiu,0.38,44.80753
622,CDK2,1h1q,1oiu,0.379,45.0011
623,CDK2,1h1q,1oiu,0.378,45.195568
624,CDK2,1h1q,1oiu,0.377,45.392765
625,CDK2,1h1q,1oiu,0.376,45.589973
626,CDK2,1h1q,1oiu,0.375,45.78716
627,CDK2,1h1q,1oiu,0.374,45.984356
628,CDK2,1h1q,1oiu,0.373,46.179455
629,CDK2,1h1q,1oiu,0.372,46.369164
630,CDK2,1h1q,1oiu,0.371,46.553997
631,CDK2,1h1q,1oiu,0.37,46.737396
632,CDK2,1h1q,1oiu,0.369,46.915398
633,CDK2,1h1q,1oiu,0.368,47.0923
634,CDK2,1h1q,1oiu,0.367,47.26718
635,CDK2,1h1q,1oiu,0.366,47.43165
636,CDK2,1h1q,1oiu,0.365,47.59611
637,CDK2,1h1q,1oiu,0.364,47.76053
638,CDK2,1h1q,1oiu,0.363,47.924862
639,CDK2,1h1q,1oiu,0.362,48.089222
640,CDK2,1h1q,1oiu,0.361,48.25357
641,CDK2,1h1q,1oiu,0.36,48.417923
642,CDK2,1h1q,1oiu,0.359,48.574593
643,CDK2,1h1q,1oiu,0.358,48.72104
644,CDK2,1h1q,1oiu,0.357,48.86748
645,CDK2,1h1q,1oiu,0.356,49.011192
646,CDK2,1h1q,1oiu,0.355,49.1226
647,CDK2,1h1q,1oiu,0.354,49.227695
648,CDK2,1h1q,1oiu,0.353,49.321545
649,CDK2,1h1q,1oiu,0.352,49.408703
650,CDK2,1h1q,1oiu,0.351,49.49584
651,CDK2,1h1q,1oiu,0.35,49.58299
652,CDK2,1h1q,1oiu,0.349,49.67013
653,CDK2,1h1q,1oiu,0.348,49.757248
654,CDK2,1h1q,1oiu,0.347,49.840202
655,CDK2,1h1q,1oiu,0.346,49.92127
656,CDK2,1h1q,1oiu,0.345,49.99955
657,CDK2,1h1q,1oiu,0.344,50.07578
658,CDK2,1h1q,1oiu,0.343,50.14949
659,CDK2,1h1q,1oiu,0.342,50.223167
660,CDK2,1h1q,1oiu,0.341,50.2969
661,CDK2,1h1q,1oiu,0.34,50.369667
662,CDK2,1h1q,1oiu,0.339,50.46174
663,CDK2,1h1q,1oiu,0.338,50.581104
664,CDK2,1h1q,1oiu,0.337,50.70049
665,CDK2,1h1q,1oiu,0.336,50.82149
666,CDK2,1h1q,1oiu,0.335,50.954582
667,CDK2,1h1q,1oiu,0.334,51.09462
668,CDK2,1h1q,1oiu,0.333,51.2323
669,CDK2,1h1q,1oiu,0.332,51.364727
670,CDK2,1h1q,1oiu,0.331,51.49467
671,CDK2,1h1q,1oiu,0.33,51.633446
672,CDK2,1h1q,1oiu,0.329,51.79148
673,CDK2,1h1q,1oiu,0.328,51.949516
674,CDK2,1h1q,1oiu,0.327,52.107525
675,CDK2,1h1q,1oiu,0.326,52.262554
676,CDK2,1h1q,1oiu,0.325,52.41874
677,CDK2,1h1q,1oiu,0.324,52.57779
678,CDK2,1h1q,1oiu,0.323,52.736736
679,CDK2,1h1q,1oiu,0.322,52.895775
680,CDK2,1h1q,1oiu,0.321,53.038544
681,CDK2,1h1q,1oiu,0.32,53.175613
682,CDK2,1h1q,1oiu,0.319,53.312656
683,CDK2,1h1q,1oiu,0.318,53.449768
684,CDK2,1h1q,1oiu,0.317,53.58686
685,CDK2,1h1q,1oiu,0.316,53.723957
686,CDK2,1h1q,1oiu,0.315,53.861042
687,CDK2,1h1q,1oiu,0.314,53.99813
688,CDK2,1h1q,1oiu,0.313,54.135914
689,CDK2,1h1q,1oiu,0.312,54.274254
690,CDK2,1h1q,1oiu,0.311,54.37973
691,CDK2,1h1q,1oiu,0.31,54.469757
692,CDK2,1h1q,1oiu,0.309,54.559933
693,CDK2,1h1q,1oiu,0.308,54.65007
694,CDK2,1h1q,1oiu,0.307,54.740242
695,CDK2,1h1q,1oiu,0.306,54.83037
696,CDK2,1h1q,1oiu,0.305,54.920547
697,CDK2,1h1q,1oiu,0.304,55.01071
698,CDK2,1h1q,1oiu,0.303,55.100864
699,CDK2,1h1q,1oiu,0.302,55.191017
700,CDK2,1h1q,1oiu,0.301,55.281174
701,CDK2,1h1q,1oiu,0.3,55.37134
702,CDK2,1h1q,1oiu,0.299,55.461502
703,CDK2,1h1q,1oiu,0.298,55.55166
704,CDK2,1h1q,1oiu,0.297,55.641804
705,CDK2,1h1q,1oiu,0.296,55.73198
706,CDK2,1h1q,1oiu,0.295,55.822117
707,CDK2,1h1q,1oiu,0.294,55.91228
708,CDK2,1h1q,1oiu,0.293,56.00247
709,CDK2,1h1q,1oiu,0.292,56.092587
710,CDK2,1h1q,1oiu,0.291,56.18276
711,CDK2,1h1q,1oiu,0.29,56.27292
712,CDK2,1h1q,1oiu,0.289,56.363087
713,CDK2,1h1q,1oiu,0.288,56.453262
714,CDK2,1h1q,1oiu,0.287,56.54342
715,CDK2,1h1q,1oiu,0.286,56.63356
716,CDK2,1h1q,1oiu,0.285,56.723698
717,CDK2,1h1q,1oiu,0.284,56.81386
718,CDK2,1h1q,1oiu,0.283,56.90404
719,CDK2,1h1q,1oiu,0.282,56.994175
720,CDK2,1h1q,1oiu,0.281,57.084335
721,CDK2,1h1q,1oiu,0.28,57.174503
722,CDK2,1h1q,1oiu,0.279,57.264656
723,CDK2,1h1q,1oiu,0.278,57.354828
724,CDK2,1h1q,1oiu,0.277,57.444965
725,CDK2,1h1q,1oiu,0.276,57.535122
726,CDK2,1h1q,1oiu,0.275,57.625294
727,CDK2,1h1q,1oiu,0.274,57.71544
728,CDK2,1h1q,1oiu,0.273,57.805546
729,CDK2,1h1q,1oiu,0.272,57.895683
730,CDK2,1h1q,1oiu,0.271,57.985775
731,CDK2,1h1q,1oiu,0.27,58.075886
732,CDK2,1h1q,1oiu,0.269,58.16602
733,CDK2,1h1q,1oiu,0.268,58.25613
734,CDK2,1h1q,1oiu,0.267,58.34626
735,CDK2,1h1q,1oiu,0.266,58.43636
736,CDK2,1h1q,1oiu,0.265,58.526493
737,CDK2,1h1q,1oiu,0.264,58.6166
738,CDK2,1h1q,1oiu,0.263,58.7067
739,CDK2,1h1q,1oiu,0.262,58.796852
740,CDK2,1h1q,1oiu,0.261,58.88701
741,CDK2,1h1q,1oiu,0.26,58.977158
742,CDK2,1h1q,1oiu,0.259,59.06733
743,CDK2,1h1q,1oiu,0.258,59.15752
744,CDK2,1h1q,1oiu,0.257,59.24769
745,CDK2,1h1q,1oiu,0.256,59.337864
746,CDK2,1h1q,1oiu,0.255,59.428017
747,CDK2,1h1q,1oiu,0.254,59.518196
748,CDK2,1h1q,1oiu,0.253,59.608376
749,CDK2,1h1q,1oiu,0.252,59.698593
750,CDK2,1h1q,1oiu,0.251,59.788914
751,CDK2,1h1q,1oiu,0.25,59.879192
752,CDK2,1h1q,1oiu,0.249,59.969486
753,CDK2,1h1q,1oiu,0.248,60.059795
754,CDK2,1h1q,1oiu,0.247,60.15008
755,CDK2,1h1q,1oiu,0.246,60.214493
756,CDK2,1h1q,1oiu,0.245,60.192574
757,CDK2,1h1q,1oiu,0.244,60.14946
758,CDK2,1h1q,1oiu,0.243,60.100784
759,CDK2,1h1q,1oiu,0.242,60.052124
760,CDK2,1h1q,1oiu,0.241,60.003456
761,CDK2,1h1q,1oiu,0.24,59.954792
762,CDK2,1h1q,1oiu,0.239,59.906128
763,CDK2,1h1q,1oiu,0.238,59.857464
764,CDK2,1h1q,1oiu,0.237,59.808807
765,CDK2,1h1q,1oiu,0.236,59.760166
766,CDK2,1h1q,1oiu,0.235,59.711487
767,CDK2,1h1q,1oiu,0.234,59.662815
768,CDK2,1h1q,1oiu,0.233,59.614174
769,CDK2,1h1q,1oiu,0.232,59.56549
770,CDK2,1h1q,1oiu,0.231,59.50958
771,CDK2,1h1q,1oiu,0.23,59.386284
772,CDK2,1h1q,1oiu,0.229,59.222572
773,CDK2,1h1q,1oiu,0.228,59.024982
774,CDK2,1h1q,1oiu,0.227,58.80077
775,CDK2,1h1q,1oiu,0.226,58.559196
776,CDK2,1h1q,1oiu,0.225,58.297897
777,CDK2,1h1q,1oiu,0.224,58.030098
778,CDK2,1h1q,1oiu,0.223,57.762276
779,CDK2,1h1q,1oiu,0.222,57.48837
780,CDK2,1h1q,1oiu,0.221,57.207172
781,CDK2,1h1q,1oiu,0.22,56.92595
782,CDK2,1h1q,1oiu,0.219,56.64471
783,CDK2,1h1q,1oiu,0.218,56.36349
784,CDK2,1h1q,1oiu,0.217,56.082275
785,CDK2,1h1q,1oiu,0.216,55.801056
786,CDK2,1h1q,1oiu,0.215,55.51985
787,CDK2,1h1q,1oiu,0.214,55.23862
788,CDK2,1h1q,1oiu,0.213,54.957417
789,CDK2,1h1q,1oiu,0.212,54.676903
790,CDK2,1h1q,1oiu,0.211,54.39853
791,CDK2,1h1q,1oiu,0.21,54.12015
792,CDK2,1h1q,1oiu,0.209,53.841846
793,CDK2,1h1q,1oiu,0.208,53.564564
794,CDK2,1h1q,1oiu,0.207,53.28293
795,CDK2,1h1q,1oiu,0.206,52.974346
796,CDK2,1h1q,1oiu,0.205,52.8437
797,CDK2,1h1q,1oiu,0.204,52.73807
798,CDK2,1h1q,1oiu,0.203,52.63187
799,CDK2,1h1q,1oiu,0.202,52.529762
800,CDK2,1h1q,1oiu,0.201,52.42782
801,CDK2,1h1q,1oiu,0.2,52.334583
802,CDK2,1h1q,1oiu,0.199,52.253384
803,CDK2,1h1q,1oiu,0.198,52.1724
804,CDK2,1h1q,1oiu,0.197,52.091938
805,CDK2,1h1q,1oiu,0.196,52.01149
806,CDK2,1h1q,1oiu,0.195,51.93101
807,CDK2,1h1q,1oiu,0.194,51.84898
808,CDK2,1h1q,1oiu,0.193,51.7613
809,CDK2,1h1q,1oiu,0.192,51.673637
810,CDK2,1h1q,1oiu,0.191,51.5826
811,CDK2,1h1q,1oiu,0.19,51.486774
812,CDK2,1h1q,1oiu,0.189,51.390965
813,CDK2,1h1q,1oiu,0.188,51.29203
814,CDK2,1h1q,1oiu,0.187,51.19019
815,CDK2,1h1q,1oiu,0.186,51.088276
816,CDK2,1h1q,1oiu,0.185,50.986397
817,CDK2,1h1q,1oiu,0.184,50.88298
818,CDK2,1h1q,1oiu,0.183,50.77892
819,CDK2,1h1q,1oiu,0.182,50.674614
820,CDK2,1h1q,1oiu,0.181,50.570286
821,CDK2,1h1q,1oiu,0.18,50.465904
822,CDK2,1h1q,1oiu,0.179,50.360485
823,CDK2,1h1q,1oiu,0.178,50.254875
824,CDK2,1h1q,1oiu,0.177,50.142067
825,CDK2,1h1q,1oiu,0.176,50.02444
826,CDK2,1h1q,1oiu,0.175,49.906788
827,CDK2,1h1q,1oiu,0.174,49.702496
828,CDK2,1h1q,1oiu,0.173,49.468082
829,CDK2,1h1q,1oiu,0.172,49.206757
830,CDK2,1h1q,1oiu,0.171,48.898438
831,CDK2,1h1q,1oiu,0.17,48.58354
832,CDK2,1h1q,1oiu,0.169,48.26879
833,CDK2,1h1q,1oiu,0.168,47.957066
834,CDK2,1h1q,1oiu,0.167,47.608593
835,CDK2,1h1q,1oiu,0.166,47.245914
836,CDK2,1h1q,1oiu,0.165,46.882626
837,CDK2,1h1q,1oiu,0.164,46.49813
838,CDK2,1h1q,1oiu,0.163,46.10225
839,CDK2,1h1q,1oiu,0.162,45.70068
840,CDK2,1h1q,1oiu,0.161,45.293
841,CDK2,1h1q,1oiu,0.16,44.881638
842,CDK2,1h1q,1oiu,0.159,44.469055
843,CDK2,1h1q,1oiu,0.158,44.056366
844,CDK2,1h1q,1oiu,0.157,43.643677
845,CDK2,1h1q,1oiu,0.156,43.247158
846,CDK2,1h1q,1oiu,0.155,42.840637
847,CDK2,1h1q,1oiu,0.154,42.402714
848,CDK2,1h1q,1oiu,0.153,42.06944
849,CDK2,1h1q,1oiu,0.152,41.7761
850,CDK2,1h1q,1oiu,0.151,41.52069
851,CDK2,1h1q,1oiu,0.15,41.183304
852,CDK2,1h1q,1oiu,0.149,40.957428
853,CDK2,1h1q,1oiu,0.148,40.74517
854,CDK2,1h1q,1oiu,0.147,40.544743
855,CDK2,1h1q,1oiu,0.146,40.35245
856,CDK2,1h1q,1oiu,0.145,40.17398
857,CDK2,1h1q,1oiu,0.144,40.05637
858,CDK2,1h1q,1oiu,0.143,39.96786
859,CDK2,1h1q,1oiu,0.142,39.881657
860,CDK2,1h1q,1oiu,0.141,39.79564
861,CDK2,1h1q,1oiu,0.14,39.704685
862,CDK2,1h1q,1oiu,0.139,39.61256
863,CDK2,1h1q,1oiu,0.138,39.520485
864,CDK2,1h1q,1oiu,0.137,39.42852
865,CDK2,1h1q,1oiu,0.136,39.32993
866,CDK2,1h1q,1oiu,0.135,39.21709
867,CDK2,1h1q,1oiu,0.134,39.10308
868,CDK2,1h1q,1oiu,0.133,38.98888
869,CDK2,1h1q,1oiu,0.132,38.87392
870,CDK2,1h1q,1oiu,0.131,38.733143
871,CDK2,1h1q,1oiu,0.13,38.518425
872,CDK2,1h1q,1oiu,0.129,38.285362
873,CDK2,1h1q,1oiu,0.128,38.05291
874,CDK2,1h1q,1oiu,0.127,37.816063
875,CDK2,1h1q,1oiu,0.126,37.57324
876,CDK2,1h1q,1oiu,0.125,37.34489
877,CDK2,1h1q,1oiu,0.124,37.121227
878,CDK2,1h1q,1oiu,0.123,36.91776
879,CDK2,1h1q,1oiu,0.122,36.724495
880,CDK2,1h1q,1oiu,0.121,36.515835
881,CDK2,1h1q,1oiu,0.12,36.216484
882,CDK2,1h1q,1oiu,0.119,35.926502
883,CDK2,1h1q,1oiu,0.118,35.661983
884,CDK2,1h1q,1oiu,0.117,35.439537
885,CDK2,1h1q,1oiu,0.116,35.21691
886,CDK2,1h1q,1oiu,0.115,34.973858
887,CDK2,1h1q,1oiu,0.114,34.691345
888,CDK2,1h1q,1oiu,0.113,34.33021
889,CDK2,1h1q,1oiu,0.112,33.8558
890,CDK2,1h1q,1oiu,0.111,33.319878
891,CDK2,1h1q,1oiu,0.11,32.80037
892,CDK2,1h1q,1oiu,0.109,32.343704
893,CDK2,1h1q,1oiu,0.108,31.994553
894,CDK2,1h1q,1oiu,0.107,31.65562
895,CDK2,1h1q,1oiu,0.106,31.326063
896,CDK2,1h1q,1oiu,0.105,31.00747
897,CDK2,1h1q,1oiu,0.104,30.751284
898,CDK2,1h1q,1oiu,0.103,30.60731
899,CDK2,1h1q,1oiu,0.102,30.459707
900,CDK2,1h1q,1oiu,0.101,30.305574
901,CDK2,1h1q,1oiu,0.1,30.113255
902,CDK2,1h1q,1oiu,0.099,29.912216
903,CDK2,1h1q,1oiu,0.098,29.719202
904,CDK2,1h1q,1oiu,0.097,29.530487
905,CDK2,1h1q,1oiu,0.096,29.348072
906,CDK2,1h1q,1oiu,0.095,29.19098
907,CDK2,1h1q,1oiu,0.094,29.06067
908,CDK2,1h1q,1oiu,0.093,28.935751
909,CDK2,1h1q,1oiu,0.092,28.808477
910,CDK2,1h1q,1oiu,0.091,28.690084
911,CDK2,1h1q,1oiu,0.09,28.580378
912,CDK2,1h1q,1oiu,0.089,28.477917
913,CDK2,1h1q,1oiu,0.088,28.384552
914,CDK2,1h1q,1oiu,0.087,28.274391
915,CDK2,1h1q,1oiu,0.086,28.085865
916,CDK2,1h1q,1oiu,0.085,27.845562
917,CDK2,1h1q,1oiu,0.084,27.524961
918,CDK2,1h1q,1oiu,0.083,27.095358
919,CDK2,1h1q,1oiu,0.082,26.723566
920,CDK2,1h1q,1oiu,0.081,26.374868
921,CDK2,1h1q,1oiu,0.08,25.938257
922,CDK2,1h1q,1oiu,0.079,25.373928
923,CDK2,1h1q,1oiu,0.078,24.762028
924,CDK2,1h1q,1oiu,0.077,24.166775
925,CDK2,1h1q,1oiu,0.076,23.595152
926,CDK2,1h1q,1oiu,0.075,23.104778
927,CDK2,1h1q,1oiu,0.074,22.639914
928,CDK2,1h1q,1oiu,0.073,22.164064
929,CDK2,1h1q,1oiu,0.072,21.73518
930,CDK2,1h1q,1oiu,0.071,21.31399
931,CDK2,1h1q,1oiu,0.07,20.92834
932,CDK2,1h1q,1oiu,0.069,20.558737
933,CDK2,1h1q,1oiu,0.068,20.220829
934,CDK2,1h1q,1oiu,0.067,19.945776
935,CDK2,1h1q,1oiu,0.066,19.696058
936,CDK2,1h1q,1oiu,0.065,19.46137
937,CDK2,1h1q,1oiu,0.064,19.250595
938,CDK2,1h1q,1oiu,0.063,19.042229
939,CDK2,1h1q,1oiu,0.062,18.844198
940,CDK2,1h1q,1oiu,0.061,18.650257
941,CDK2,1h1q,1oiu,0.06,18.477528
942,CDK2,1h1q,1oiu,0.059,18.310692
943,CDK2,1h1q,1oiu,0.058,18.118221
944,CDK2,1h1q,1oiu,0.057,17.939976
945,CDK2,1h1q,1oiu,0.056,17.764778
946,CDK2,1h1q,1oiu,0.055,17.589457
947,CDK2,1h1q,1oiu,0.054,17.41887
948,CDK2,1h1q,1oiu,0.053,17.26853
949,CDK2,1h1q,1oiu,0.052,17.112335
950,CDK2,1h1q,1oiu,0.051,16.969404
951,CDK2,1h1q,1oiu,0.05,16.840147
952,CDK2,1h1q,1oiu,0.049,16.709381
953,CDK2,1h1q,1oiu,0.048,16.570522
954,CDK2,1h1q,1oiu,0.047,16.405085
955,CDK2,1h1q,1oiu,0.046,16.23875
956,CDK2,1h1q,1oiu,0.045,16.028057
957,CDK2,1h1q,1oiu,0.044,15.785251
958,CDK2,1h1q,1oiu,0.043,15.466198
959,CDK2,1h1q,1oiu,0.042,15.1221285
960,CDK2,1h1q,1oiu,0.041,14.756999
961,CDK2,1h1q,1oiu,0.04,14.393717
962,CDK2,1h1q,1oiu,0.039,14.0433655
963,CDK2,1h1q,1oiu,0.038,13.662474
964,CDK2,1h1q,1oiu,0.037,13.199479
965,CDK2,1h1q,1oiu,0.036,12.598814
966,CDK2,1h1q,1oiu,0.035,11.962359
967,CDK2,1h1q,1oiu,0.034,11.318265
968,CDK2,1h1q,1oiu,0.033,10.605385
969,CDK2,1h1q,1oiu,0.032,9.828706
970,CDK2,1h1q,1oiu,0.031,9.075803
971,CDK2,1h1q,1oiu,0.03,8.332795
972,CDK2,1h1q,1oiu,0.029,7.5298657
973,CDK2,1h1q,1oiu,0.028,6.815478
974,CDK2,1h1q,1oiu,0.027,6.0744653
975,CDK2,1h1q,1oiu,0.026,5.2996726
976,CDK2,1h1q,1oiu,0.025,4.559137
977,CDK2,1h1q,1oiu,0.024,3.922927
978,CDK2,1h1q,1oiu,0.023,3.4051428
979,CDK2,1h1q,1oiu,0.022,2.8687036
980,CDK2,1h1q,1oiu,0.021,2.2895277
981,CDK2,1h1q,1oiu,0.02,1.7258341
982,CDK2,1h1q,1oiu,0.019,1.1737702
983,CDK2,1h1q,1oiu,0.018,0.7337476
984,CDK2,1h1q,1oiu,0.017,0.3560573
985,CDK2,1h1q,1oiu,0.016,0.1143713
986,CDK2,1h1q,1oiu,0.015,-0.11189377
987,CDK2,1h1q,1oiu,0.014,-0.3381573
988,CDK2,1h1q,1oiu,0.013,-0.5644218
989,CDK2,1h1q,1oiu,0.012,-0.79068816
990,CDK2,1h1q,1oiu,0.011,-1.0169519
991,CDK2,1h1q,1oiu,0.01,-1.2408375
992,CDK2,1h1q,1oiu,0.009,-1.4118625
993,CDK2,1h1q,1oiu,0.008,-1.5734895
994,CDK2,1h1q,1oiu,0.007,-1.7351183
995,CDK2,1h1q,1oiu,0.006,-1.8967463
996,CDK2,1h1q,1oiu,0.005,-2.058373
997,CDK2,1h1q,1oiu,0.004,-2.2200022
998,CDK2,1h1q,1oiu,0.003,-2.3835254
999,CDK2,1h1q,1oiu,0.002,-2.5471835
1000,CDK2,1h1q,1oiu,0.001,-2.7119055
1001,CDK2,1h1q,1oiu,0.0,-2.8779016
